kp_id,title,type,url,description,difficulty,source
kp_3003,栈与队列学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=20,数据结构 - 栈与队列相关学习视频/课程,3,B站-王道考研数据结构
kp_3004,串、数组与广义表学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=30,数据结构 - 串、数组与广义表相关学习视频/课程,3,B站-王道考研数据结构
kp_3005,树与二叉树学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=40,数据结构 - 树与二叉树相关学习视频/课程,3,B站-王道考研数据结构
kp_3006,图学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=62,数据结构 - 图相关学习视频/课程,3,B站-王道考研数据结构
kp_3007,查找（检索）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=82,数据结构 - 查找（检索）相关学习视频/课程,3,B站-王道考研数据结构
kp_3008,内部排序学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=94,数据结构 - 内部排序相关学习视频/课程,3,B站-王道考研数据结构
kp_3009,数据结构基本概念与术语学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=2,数据结构 - 数据结构基本概念与术语相关学习视频/课程,3,B站-王道考研数据结构
kp_3010,抽象数据类型（ADT）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=4,数据结构 - 抽象数据类型（ADT）相关学习视频/课程,3,B站-王道考研数据结构
kp_3011,算法效率度量（时间与空间复杂度）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=7,数据结构 - 算法效率度量（时间与空间复杂度）相关学习视频/课程,3,B站-王道考研数据结构
kp_3012,线性表的顺序存储（顺序表）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=10,数据结构 - 线性表的顺序存储（顺序表）相关学习视频/课程,3,B站-王道考研数据结构
kp_3013,线性表的链式存储（单链表）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=12,数据结构 - 线性表的链式存储（单链表）相关学习视频/课程,3,B站-王道考研数据结构
kp_3014,链式存储扩展（双向与循环链表）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=16,数据结构 - 链式存储扩展（双向与循环链表）相关学习视频/课程,3,B站-王道考研数据结构
kp_3015,栈（顺序栈与链栈）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=20,数据结构 - 栈（顺序栈与链栈）相关学习视频/课程,3,B站-王道考研数据结构
kp_3016,队列（顺序队列与链队列）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=23,数据结构 - 队列（顺序队列与链队列）相关学习视频/课程,3,B站-王道考研数据结构
kp_3017,栈与队列的典型应用（表达式求值、层次遍历）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=26,数据结构 - 栈与队列的典型应用（表达式求值、层次遍历）相关学习视频/课程,3,B站-王道考研数据结构
kp_3018,串的存储与模式匹配（BF与KMP算法）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=32,数据结构 - 串的存储与模式匹配（BF与KMP算法）相关学习视频/课程,3,B站-王道考研数据结构
kp_3019,数组的存储结构（行/列优先）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=37,数据结构 - 数组的存储结构（行/列优先）相关学习视频/课程,3,B站-王道考研数据结构
kp_3020,广义表的定义与操作学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=38,数据结构 - 广义表的定义与操作相关学习视频/课程,3,B站-王道考研数据结构
kp_3021,二叉树的定义与五大性质学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=40,数据结构 - 二叉树的定义与五大性质相关学习视频/课程,3,B站-王道考研数据结构
kp_3022,二叉树的遍历（前序/中序/后序/层序）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=42,数据结构 - 二叉树的遍历（前序/中序/后序/层序）相关学习视频/课程,3,B站-王道考研数据结构
kp_3023,二叉排序树（BST）及其查找与插入学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=48,数据结构 - 二叉排序树（BST）及其查找与插入相关学习视频/课程,3,B站-王道考研数据结构
kp_3024,平衡二叉树（AVL）旋转与调整学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=50,数据结构 - 平衡二叉树（AVL）旋转与调整相关学习视频/课程,3,B站-王道考研数据结构
kp_3025,堆与优先队列（大/小根堆）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=53,数据结构 - 堆与优先队列（大/小根堆）相关学习视频/课程,3,B站-王道考研数据结构
kp_3026,哈夫曼树与哈夫曼编码学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=56,数据结构 - 哈夫曼树与哈夫曼编码相关学习视频/课程,3,B站-王道考研数据结构
kp_3027,图的存储结构（邻接矩阵与邻接表）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=62,数据结构 - 图的存储结构（邻接矩阵与邻接表）相关学习视频/课程,3,B站-王道考研数据结构
kp_3028,图的遍历（深度优先DFS与广度优先BFS）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=65,数据结构 - 图的遍历（深度优先DFS与广度优先BFS）相关学习视频/课程,3,B站-王道考研数据结构
kp_3029,最小生成树（Prim算法与Kruskal算法）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=69,数据结构 - 最小生成树（Prim算法与Kruskal算法）相关学习视频/课程,3,B站-王道考研数据结构
kp_3030,最短路径（Dijkstra算法与Floyd算法）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=72,数据结构 - 最短路径（Dijkstra算法与Floyd算法）相关学习视频/课程,3,B站-王道考研数据结构
kp_3031,拓扑排序与关键路径（AOV/AOE网）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=76,数据结构 - 拓扑排序与关键路径（AOV/AOE网）相关学习视频/课程,3,B站-王道考研数据结构
kp_3032,静态查找（顺序查找、折半查找、分块查找）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=82,数据结构 - 静态查找（顺序查找、折半查找、分块查找）相关学习视频/课程,3,B站-王道考研数据结构
kp_3033,动态查找（BST、AVL、B-树与B+树）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=85,数据结构 - 动态查找（BST、AVL、B-树与B+树）相关学习视频/课程,3,B站-王道考研数据结构
kp_3034,哈希表与冲突解决（开放定址/链地址法）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=90,数据结构 - 哈希表与冲突解决（开放定址/链地址法）相关学习视频/课程,3,B站-王道考研数据结构
kp_3035,插入类排序（直接插入与希尔排序）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=94,数据结构 - 插入类排序（直接插入与希尔排序）相关学习视频/课程,3,B站-王道考研数据结构
kp_3036,交换类排序（冒泡排序与快速排序）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=97,数据结构 - 交换类排序（冒泡排序与快速排序）相关学习视频/课程,3,B站-王道考研数据结构
kp_3037,选择类排序（简单选择排序与堆排序）学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=100,数据结构 - 选择类排序（简单选择排序与堆排序）相关学习视频/课程,3,B站-王道考研数据结构
kp_3038,归并排序与基数排序学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=103,数据结构 - 归并排序与基数排序相关学习视频/课程,3,B站-王道考研数据结构
kp_3039,各类内部排序算法的性能比较与稳定性分析学习资源,video,https://www.bilibili.com/video/BV1b7411N798?p=107,数据结构 - 各类内部排序算法的性能比较与稳定性分析相关学习视频/课程,3,B站-王道考研数据结构
kp_6001,概率论的基本概念学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=2,概率论与数理统计 - 概率论的基本概念相关学习视频/课程,2,B站-宋浩概率论
kp_6002,一维随机变量及其分布学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=16,概率论与数理统计 - 一维随机变量及其分布相关学习视频/课程,2,B站-宋浩概率论
kp_6003,多维随机变量及其分布学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=36,概率论与数理统计 - 多维随机变量及其分布相关学习视频/课程,2,B站-宋浩概率论
kp_6004,随机变量的数字特征学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=46,概率论与数理统计 - 随机变量的数字特征相关学习视频/课程,2,B站-宋浩概率论
kp_6005,大数定律与中心极限定理学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=57,概率论与数理统计 - 大数定律与中心极限定理相关学习视频/课程,2,B站-宋浩概率论
kp_6006,数理统计的基本概念学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=64,概率论与数理统计 - 数理统计的基本概念相关学习视频/课程,2,B站-宋浩概率论
kp_6007,参数估计学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=70,概率论与数理统计 - 参数估计相关学习视频/课程,2,B站-宋浩概率论
kp_6008,假设检验学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=77,概率论与数理统计 - 假设检验相关学习视频/课程,2,B站-宋浩概率论
kp_6009,随机事件与样本空间学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=2,概率论与数理统计 - 随机事件与样本空间相关学习视频/课程,2,B站-宋浩概率论
kp_6010,概率的公理化定义与性质学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=4,概率论与数理统计 - 概率的公理化定义与性质相关学习视频/课程,2,B站-宋浩概率论
kp_6011,古典概型与几何概型学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=6,概率论与数理统计 - 古典概型与几何概型相关学习视频/课程,2,B站-宋浩概率论
kp_6012,条件概率与乘法公式学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=8,概率论与数理统计 - 条件概率与乘法公式相关学习视频/课程,2,B站-宋浩概率论
kp_6013,全概率公式与贝叶斯（Bayes）公式学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=10,概率论与数理统计 - 全概率公式与贝叶斯（Bayes）公式相关学习视频/课程,2,B站-宋浩概率论
kp_6014,事件的独立性（两两独立与相互独立）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=12,概率论与数理统计 - 事件的独立性（两两独立与相互独立）相关学习视频/课程,2,B站-宋浩概率论
kp_6015,分布函数（CDF）定义与基本性质学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=16,概率论与数理统计 - 分布函数（CDF）定义与基本性质相关学习视频/课程,2,B站-宋浩概率论
kp_6016,离散型随机变量（0-1分布、二项分布、泊松分布）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=18,概率论与数理统计 - 离散型随机变量（0-1分布、二项分布、泊松分布）相关学习视频/课程,2,B站-宋浩概率论
kp_6017,连续型随机变量（均匀分布、指数分布、正态分布）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=30,概率论与数理统计 - 连续型随机变量（均匀分布、指数分布、正态分布）相关学习视频/课程,2,B站-宋浩概率论
kp_6018,一维随机变量函数的分布（分布函数法与公式法）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=33,概率论与数理统计 - 一维随机变量函数的分布（分布函数法与公式法）相关学习视频/课程,2,B站-宋浩概率论
kp_6019,联合分布函数与联合分布律/概率密度学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=36,概率论与数理统计 - 联合分布函数与联合分布律/概率密度相关学习视频/课程,2,B站-宋浩概率论
kp_6020,边缘分布与条件分布（离散与连续情形）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=38,概率论与数理统计 - 边缘分布与条件分布（离散与连续情形）相关学习视频/课程,2,B站-宋浩概率论
kp_6021,随机变量的相互独立性判断学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=42,概率论与数理统计 - 随机变量的相互独立性判断相关学习视频/课程,2,B站-宋浩概率论
kp_6022,二维随机变量函数的分布（和的卷积公式、最大最小值分布）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=44,概率论与数理统计 - 二维随机变量函数的分布（和的卷积公式、最大最小值分布）相关学习视频/课程,2,B站-宋浩概率论
kp_6023,数学期望的定义、性质与常用公式学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=46,概率论与数理统计 - 数学期望的定义、性质与常用公式相关学习视频/课程,2,B站-宋浩概率论
kp_6024,方差的定义、性质与切比雪夫不等式学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=49,概率论与数理统计 - 方差的定义、性质与切比雪夫不等式相关学习视频/课程,2,B站-宋浩概率论
kp_6025,协方差与相关系数（线性相关性度量）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=52,概率论与数理统计 - 协方差与相关系数（线性相关性度量）相关学习视频/课程,2,B站-宋浩概率论
kp_6026,矩（原点矩与中心矩）与协方差矩阵学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=54,概率论与数理统计 - 矩（原点矩与中心矩）与协方差矩阵相关学习视频/课程,2,B站-宋浩概率论
kp_6027,切比雪夫大数定律与马尔可夫大数定律学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=57,概率论与数理统计 - 切比雪夫大数定律与马尔可夫大数定律相关学习视频/课程,2,B站-宋浩概率论
kp_6028,辛钦大数定律（独立同分布情形）与伯努利大数定律学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=58,概率论与数理统计 - 辛钦大数定律（独立同分布情形）与伯努利大数定律相关学习视频/课程,2,B站-宋浩概率论
kp_6029,林德伯格-莱维中心极限定理（独立同分布情形）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=60,概率论与数理统计 - 林德伯格-莱维中心极限定理（独立同分布情形）相关学习视频/课程,2,B站-宋浩概率论
kp_6030,棣莫弗-拉普拉斯中心极限定理（二项分布近似）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=61,概率论与数理统计 - 棣莫弗-拉普拉斯中心极限定理（二项分布近似）相关学习视频/课程,2,B站-宋浩概率论
kp_6031,总体与样本、经验分布函数学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=64,概率论与数理统计 - 总体与样本、经验分布函数相关学习视频/课程,2,B站-宋浩概率论
kp_6032,常用统计量（样本均值、样本方差、样本矩）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=65,概率论与数理统计 - 常用统计量（样本均值、样本方差、样本矩）相关学习视频/课程,2,B站-宋浩概率论
kp_6033,三大抽样分布（卡方分布、t分布、F分布）定义与性质学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=66,概率论与数理统计 - 三大抽样分布（卡方分布、t分布、F分布）定义与性质相关学习视频/课程,2,B站-宋浩概率论
kp_6034,正态总体的样本均值与样本方差分布定理学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=67,概率论与数理统计 - 正态总体的样本均值与样本方差分布定理相关学习视频/课程,2,B站-宋浩概率论
kp_6035,点估计的矩估计法（替换原理）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=70,概率论与数理统计 - 点估计的矩估计法（替换原理）相关学习视频/课程,2,B站-宋浩概率论
kp_6036,点估计的最大似然估计（MLE）与求解步骤学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=71,概率论与数理统计 - 点估计的最大似然估计（MLE）与求解步骤相关学习视频/课程,2,B站-宋浩概率论
kp_6037,估计量的评选标准（无偏性、有效性、一致性）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=73,概率论与数理统计 - 估计量的评选标准（无偏性、有效性、一致性）相关学习视频/课程,2,B站-宋浩概率论
kp_6038,区间估计（正态总体均值与方差的置信区间）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=74,概率论与数理统计 - 区间估计（正态总体均值与方差的置信区间）相关学习视频/课程,2,B站-宋浩概率论
kp_6039,假设检验的基本思想（显著性水平、两类错误、p值）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=77,概率论与数理统计 - 假设检验的基本思想（显著性水平、两类错误、p值）相关学习视频/课程,2,B站-宋浩概率论
kp_6040,正态总体均值的假设检验（Z检验与t检验）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=78,概率论与数理统计 - 正态总体均值的假设检验（Z检验与t检验）相关学习视频/课程,2,B站-宋浩概率论
kp_6041,正态总体方差的假设检验（卡方检验与F检验）学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=80,概率论与数理统计 - 正态总体方差的假设检验（卡方检验与F检验）相关学习视频/课程,2,B站-宋浩概率论
kp_6042,卡方拟合优度检验与列联表独立性检验学习资源,video,https://www.bilibili.com/video/BV1ot411y7mU?p=81,概率论与数理统计 - 卡方拟合优度检验与列联表独立性检验相关学习视频/课程,2,B站-宋浩概率论
kp_4001,算法基础与复杂度分析学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 算法基础与复杂度分析相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4002,递归与分治策略学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 递归与分治策略相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4003,贪心算法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 贪心算法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4004,动态规划学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 动态规划相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4005,图算法进阶学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 图算法进阶相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4006,搜索算法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 搜索算法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4007,字符串匹配算法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 字符串匹配算法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4008,数论与组合数学算法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 数论与组合数学算法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4009,回溯与分支限界学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 回溯与分支限界相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4010,NP完全理论与近似算法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - NP完全理论与近似算法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4011,算法的基本概念与特征学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 算法的基本概念与特征相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4012,渐近符号（大O/Ω/Θ）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 渐近符号（大O/Ω/Θ）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4013,递归方程求解（代入/递归树/主定理）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 递归方程求解（代入/递归树/主定理）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4014,算法效率的比较与最优性学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 算法效率的比较与最优性相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4015,分治思想与主定理应用学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 分治思想与主定理应用相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4016,快速排序与归并排序的分治实现学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 快速排序与归并排序的分治实现相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4017,最大子数组问题的分治法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 最大子数组问题的分治法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4018,大整数乘法与矩阵乘法的分治优化学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 大整数乘法与矩阵乘法的分治优化相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4019,贪心算法的基本要素（最优子结构/贪心选择）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 贪心算法的基本要素（最优子结构/贪心选择）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4020,活动选择问题与区间调度学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 活动选择问题与区间调度相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4021,哈夫曼编码（贪心构造）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 哈夫曼编码（贪心构造）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4022,最小生成树（Prim与Kruskal贪心实现）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 最小生成树（Prim与Kruskal贪心实现）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4023,单源最短路径（Dijkstra贪心算法）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 单源最短路径（Dijkstra贪心算法）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4024,动态规划的基本思想与步骤学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 动态规划的基本思想与步骤相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4025,钢条切割问题与矩阵链乘学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 钢条切割问题与矩阵链乘相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4026,最长公共子序列（LCS）与编辑距离学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 最长公共子序列（LCS）与编辑距离相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4027,0/1背包问题与完全背包学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 0/1背包问题与完全背包相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4028,最优二叉搜索树学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 最优二叉搜索树相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4029,动态规划优化（四边形不等式/斜率优化）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 动态规划优化（四边形不等式/斜率优化）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4030,图的遍历（DFS与BFS）的算法实现学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 图的遍历（DFS与BFS）的算法实现相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4031,拓扑排序与关键路径（AOV/AOE网）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 拓扑排序与关键路径（AOV/AOE网）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4032,所有顶点对最短路径（Floyd-Warshall与Johnson）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 所有顶点对最短路径（Floyd-Warshall与Johnson）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4033,最大流问题（Ford-Fulkerson与Dinic算法）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 最大流问题（Ford-Fulkerson与Dinic算法）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4034,二分图匹配（匈牙利算法）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 二分图匹配（匈牙利算法）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4035,线性搜索与二分搜索变体学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 线性搜索与二分搜索变体相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4036,深度优先搜索与广度优先搜索的扩展应用学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 深度优先搜索与广度优先搜索的扩展应用相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4037,启发式搜索（A*算法与IDA*）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 启发式搜索（A*算法与IDA*）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4038,博弈搜索（极小极大算法与α-β剪枝）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 博弈搜索（极小极大算法与α-β剪枝）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4039,字符串匹配的朴素算法与Rabin-Karp学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 字符串匹配的朴素算法与Rabin-Karp相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4040,Knuth-Morris-Pratt（KMP）算法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - Knuth-Morris-Pratt（KMP）算法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4041,Boyer-Moore算法与Sunday算法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - Boyer-Moore算法与Sunday算法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4042,有限自动机匹配与正则表达式基础学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 有限自动机匹配与正则表达式基础相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4043,欧几里得算法与扩展欧几里得学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 欧几里得算法与扩展欧几里得相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4044,素数测试（Miller-Rabin）与埃氏筛法学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 素数测试（Miller-Rabin）与埃氏筛法相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4045,快速幂算法与模运算性质学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 快速幂算法与模运算性质相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4046,排列组合生成与容斥原理学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 排列组合生成与容斥原理相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4047,回溯法（八皇后、子集和、哈密顿路径）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 回溯法（八皇后、子集和、哈密顿路径）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4048,分支限界法（旅行商问题、背包界限）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 分支限界法（旅行商问题、背包界限）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4049,P、NP、NPC与NP-hard问题的定义与关系学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - P、NP、NPC与NP-hard问题的定义与关系相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4050,典型NP完全问题（SAT、顶点覆盖、哈密顿回路）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 典型NP完全问题（SAT、顶点覆盖、哈密顿回路）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_4051,近似算法（顶点覆盖近似、旅行商近似）与随机算法（Las Vegas/Monte Carlo）学习资源,course,https://www.xuetangx.com/course/THU08091001409,算法 - 近似算法（顶点覆盖近似、旅行商近似）与随机算法（Las Vegas/Monte Carlo）相关学习视频/课程,3,学堂在线-清华算法设计与分析
kp_5001,行列式学习资源,video,https://www.bilibili.com/video/BV1aW411Q7x1?p=2,线性代数 - 行列式相关学习视频/课程,2,B站-宋浩线性代数
kp_5002,矩阵及其运算学习资源,video,https://www.bilibili.com/video/BV1aW411Q7x1?p=9,线性代数 - 矩阵及其运算相关学习视频/课程,2,B站-宋浩线性代数
kp_5003,向量与线性方程组学习资源,video,https://www.bilibili.com/video/BV1aW411Q7x1?p=20,线性代数 - 向量与线性方程组相关学习视频/课程,2,B站-宋浩线性代数
kp_5004,特征值与特征向量学习资源,video,https://www.bilibili.com/video/BV1aW411Q7x1?p=32,线性代数 - 特征值与特征向量相关学习视频/课程,2,B站-宋浩线性代数
kp_5005,二次型学习资源,video,https://www.bilibili.com/video/BV1aW411Q7x1?p=39,线性代数 - 二次型相关学习视频/课程,2,B站-宋浩线性代数
kp_5006,线性空间与线性变换学习资源,video,https://www.bilibili.com/video/BV1aW411Q7x1?p=43,线性代数 - 线性空间与线性变换相关学习视频/课程,2,B站-宋浩线性代数
kp_5007,行列式的定义与基本性质学习资源,video,https://www.bilibili.com/video/BV1aW411Q7x1?p=2,线性代数 - 行列式的定义与基本性质相关学习视频/课程,2,B站-宋浩线性代数
